# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1413393890.012203931808472,0.00411,0.00007,0.00047,0.00000,0.00000,0.00153,0.00618
1413393890.055828094482422,0.00527,0.00008,0.00114,0.00000,0.00220,0.00124,0.00993
1413393890.105580329895020,0.00326,0.00010,0.00011,0.00053,0.00000,0.00173,0.00574
1413393890.155800819396973,0.00377,0.00011,0.00012,0.00071,0.00000,0.00153,0.00624
1413393890.205786943435669,0.00898,0.00010,0.00029,0.00054,0.00000,0.00138,0.01128
1413393890.255798816680908,0.00220,0.00009,0.00031,0.00055,0.00000,0.00134,0.00450
1413393890.306133031845093,0.00307,0.00014,0.00053,0.00057,0.00000,0.00129,0.00561
1413393890.356502771377563,0.00388,0.00010,0.00012,0.00060,0.00000,0.00166,0.00637
1413393890.406553745269775,0.00334,0.00010,0.00061,0.00105,0.00081,0.00198,0.00789
1413393890.456260919570923,0.00479,0.00021,0.00067,0.00060,0.00158,0.00179,0.00964
1413393890.506292343139648,0.00906,0.00013,0.00022,0.00081,0.00166,0.00163,0.01352
1413393890.556093692779541,0.00248,0.00011,0.00058,0.00158,0.00521,0.00127,0.01123
1413393890.606164693832397,0.00266,0.00013,0.00049,0.00163,0.00263,0.00148,0.00902
1413393890.656432390213013,0.00246,0.00011,0.00005,0.00187,0.00881,0.00213,0.01544
1413393890.706726789474487,0.00990,0.00013,0.00006,0.00270,0.00416,0.00158,0.01854
1413393890.756856679916382,0.00311,0.00019,0.00021,0.00386,0.00197,0.00188,0.01123
1413393890.806853771209717,0.00235,0.00013,0.00012,0.00489,0.00018,0.00132,0.00898
1413393890.856776952743530,0.00256,0.00015,0.00013,0.00432,0.00243,0.00167,0.01126
1413393890.906756639480591,0.00308,0.00015,0.00069,0.00453,0.00001,0.00129,0.00976
1413393890.956707239151001,0.00310,0.00014,0.00148,0.00464,0.00251,0.00131,0.01318
1413393891.006716012954712,0.00264,0.00015,0.00081,0.00467,0.00000,0.00130,0.00957
1413393891.056682109832764,0.00242,0.00018,0.00111,0.00458,0.00000,0.00157,0.00986
1413393891.106609821319580,0.00299,0.00019,0.00083,0.00562,0.00000,0.00156,0.01119
1413393891.156608343124390,0.00225,0.00016,0.00193,0.00497,0.00000,0.00150,0.01081
1413393891.206554889678955,0.00698,0.00016,0.00346,0.00546,0.00000,0.00164,0.01770
1413393891.256494760513306,0.00259,0.00015,0.00142,0.00547,0.00000,0.00128,0.01091
1413393891.306745052337646,0.00703,0.00015,0.00005,0.00504,0.00000,0.00133,0.01360
1413393891.356896400451660,0.00360,0.00020,0.00024,0.00682,0.00000,0.00137,0.01224
1413393891.406855344772339,0.00296,0.00015,0.00077,0.00386,0.00017,0.00122,0.00912
1413393891.456726074218750,0.00209,0.00013,0.00050,0.00378,0.00093,0.00130,0.00873
