# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1403636897.713169097900391,0.01127,0.00023,0.00041,0.00000,0.00000,0.00207,0.01398
1403636897.751537561416626,0.00317,0.00008,0.00114,0.00000,0.00170,0.00125,0.00733
1403636897.802185058593750,0.00306,0.00007,0.00009,0.00028,0.00000,0.00114,0.00464
1403636897.852151393890381,0.00606,0.00009,0.00016,0.00028,0.00000,0.00121,0.00779
1403636897.901727676391602,0.00361,0.00009,0.00019,0.00014,0.00000,0.00126,0.00530
1403636897.950415849685669,0.00323,0.00009,0.00026,0.00014,0.00006,0.00233,0.00612
1403636897.999773502349854,0.00296,0.00008,0.00004,0.00021,0.00007,0.00128,0.00464
1403636898.049493074417114,0.00864,0.00010,0.00019,0.00023,0.00000,0.00162,0.01078
1403636898.099423170089722,0.00772,0.00012,0.00021,0.00020,0.00030,0.00128,0.00984
1403636898.149777889251709,0.00320,0.00009,0.00018,0.00016,0.00044,0.00139,0.00546
1403636898.200156211853027,0.00350,0.00015,0.00008,0.00021,0.00034,0.00136,0.00564
1403636898.250366926193237,0.00404,0.00009,0.00036,0.00021,0.00054,0.00151,0.00675
1403636898.300501346588135,0.00290,0.00008,0.00043,0.00021,0.00017,0.00151,0.00531
1403636898.350461483001709,0.00330,0.00009,0.00079,0.00018,0.00325,0.00142,0.00904
1403636898.400464534759521,0.00636,0.00009,0.00015,0.00026,0.00022,0.00296,0.01003
1403636898.450615406036377,0.00622,0.00009,0.00008,0.00032,0.00007,0.00157,0.00834
1403636898.500624656677246,0.00326,0.00010,0.00027,0.00022,0.00067,0.00147,0.00600
1403636898.550655603408813,0.00315,0.00011,0.00049,0.00026,0.00008,0.00172,0.00582
1403636898.601500749588013,0.00342,0.00009,0.00029,0.00027,0.00277,0.00186,0.00871
1403636898.651381492614746,0.00336,0.00011,0.00010,0.00089,0.00010,0.00163,0.00619
1403636898.701304912567139,0.00288,0.00009,0.00026,0.00055,0.00023,0.00144,0.00545
