# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1403715278.861700534820557,0.00425,0.00008,0.00057,0.00000,0.00000,0.00142,0.00633
1403715278.912496089935303,0.00290,0.00007,0.00227,0.00000,0.00506,0.00127,0.01157
1403715278.962385892868042,0.00173,0.00010,0.00024,0.00164,0.00000,0.00113,0.00485
1403715279.011847019195557,0.00187,0.00011,0.00006,0.00169,0.00000,0.00129,0.00502
1403715279.061767816543579,0.00260,0.00011,0.00010,0.00173,0.00000,0.00139,0.00593
1403715279.111838340759277,0.00299,0.00011,0.00052,0.00181,0.00000,0.00120,0.00665
1403715279.161966562271118,0.00314,0.00015,0.00006,0.00222,0.00000,0.00148,0.00704
1403715279.211921930313110,0.00274,0.00013,0.00001,0.00182,0.00000,0.00128,0.00598
1403715279.261700630187988,0.00497,0.00011,0.00001,0.00187,0.00365,0.00178,0.01239
1403715279.311666488647461,0.00234,0.00012,0.00001,0.00246,0.00000,0.00133,0.00626
1403715279.361659765243530,0.00188,0.00010,0.00001,0.00216,0.00556,0.00139,0.01110
1403715279.411700248718262,0.00295,0.00012,0.00068,0.00323,0.00000,0.00149,0.00848
1403715279.461796522140503,0.00225,0.00012,0.00082,0.00291,0.00854,0.00149,0.01612
1403715279.511818647384644,0.00233,0.00013,0.00910,0.00459,0.00005,0.00134,0.01754
1403715279.561763525009155,0.00323,0.00014,0.00003,0.00437,0.00000,0.00137,0.00915
1403715279.611675024032593,0.00221,0.00013,0.00003,0.00563,0.00000,0.00145,0.00946
1403715279.661688566207886,0.00262,0.00016,0.00003,0.00406,0.00003,0.00130,0.00820
1403715279.711656093597412,0.00291,0.00012,0.00002,0.00451,0.00000,0.00138,0.00895
1403715279.761661291122437,0.00253,0.00020,0.00003,0.00419,0.00000,0.00138,0.00833
1403715279.811707496643066,0.00290,0.00015,0.00003,0.00492,0.00000,0.00218,0.01018
1403715279.861655235290527,0.00238,0.00015,0.00005,0.00508,0.00000,0.00129,0.00895
1403715279.911535024642944,0.00217,0.00014,0.00013,0.00485,0.00000,0.00141,0.00869
1403715279.961536884307861,0.00345,0.00017,0.00005,0.00489,0.00003,0.00124,0.00984
1403715280.011498212814331,0.00341,0.00013,0.00001,0.00401,0.00000,0.00164,0.00920
1403715280.061376571655273,0.00168,0.00015,0.00094,0.00557,0.00022,0.00198,0.01054
1403715280.111305236816406,0.00691,0.00015,0.00819,0.00407,0.00006,0.00127,0.02066
1403715280.161680936813354,0.00676,0.00013,0.00013,0.00560,0.00000,0.00170,0.01433
1403715280.212042331695557,0.00238,0.00015,0.00003,0.00572,0.00000,0.00149,0.00978
1403715280.262364864349365,0.00663,0.00015,0.00055,0.00384,0.00000,0.00158,0.01273
1403715280.312463283538818,0.00718,0.00035,0.00005,0.00737,0.00000,0.00146,0.01643
1403715280.362489223480225,0.00224,0.00013,0.00004,0.00387,0.00000,0.00156,0.00784
1403715280.412449598312378,0.00236,0.00013,0.00031,0.00522,0.00333,0.00125,0.01260
1403715280.462282657623291,0.00235,0.00013,0.00001,0.00418,0.00000,0.00138,0.00805
1403715280.512206792831421,0.00297,0.00014,0.00009,0.00541,0.00000,0.00140,0.01002
